"Reservoir_name","Basin","Subbasin","Agency_name","Date","Year","Month","Full_reservoir_level","Live_capacity_FRL","Storage","Level"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2022-11-01","2022","11","60.41","1.118E-5","0.01087","60.31"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2022-11-02","2022","11","60.41","1.118E-5","NA","NA"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2022-11-03","2022","11","60.41","1.118E-5","0.01087","60.31"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2022-11-04","2022","11","60.41","1.118E-5","0.01087","60.31"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2022-11-05","2022","11","60.41","1.118E-5","0.01087","60.31"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2022-11-06","2022","11","60.41","1.118E-5","NA","NA"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2022-11-07","2022","11","60.41","1.118E-5","0.0107","60.26"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2022-11-08","2022","11","60.41","1.118E-5","0.0107","60.26"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2022-11-09","2022","11","60.41","1.118E-5","0.0107","60.26"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2022-11-10","2022","11","60.41","1.118E-5","0.01054","60.21"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2022-11-11","2022","11","60.41","1.118E-5","0.01054","60.21"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2022-11-12","2022","11","60.41","1.118E-5","0.01054","60.21"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2022-11-13","2022","11","60.41","1.118E-5","0.01054","60.21"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2022-11-14","2022","11","60.41","1.118E-5","0.01054","60.21"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2022-11-15","2022","11","60.41","1.118E-5","0.01054","60.21"
"Baldeva","Tapi Basin","Tapi Lower","Gujarat","2022-11-01","2022","11","141.5","8.15E-6","0.00814","141.5"
"Baldeva","Tapi Basin","Tapi Lower","Gujarat","2022-11-02","2022","11","141.5","8.15E-6","0.00814","141.5"
"Baldeva","Tapi Basin","Tapi Lower","Gujarat","2022-11-03","2022","11","141.5","8.15E-6","0.00814","141.5"
"Baldeva","Tapi Basin","Tapi Lower","Gujarat","2022-11-04","2022","11","141.5","8.15E-6","0.00814","141.5"
"Baldeva","Tapi Basin","Tapi Lower","Gujarat","2022-11-05","2022","11","141.5","8.15E-6","0.00814","141.5"
"Baldeva","Tapi Basin","Tapi Lower","Gujarat","2022-11-06","2022","11","141.5","8.15E-6","0.00814","141.5"
"Baldeva","Tapi Basin","Tapi Lower","Gujarat","2022-11-07","2022","11","141.5","8.15E-6","0.00814","141.5"
"Baldeva","Tapi Basin","Tapi Lower","Gujarat","2022-11-08","2022","11","141.5","8.15E-6","NA","NA"
"Baldeva","Tapi Basin","Tapi Lower","Gujarat","2022-11-09","2022","11","141.5","8.15E-6","0.00814","141.5"
"Baldeva","Tapi Basin","Tapi Lower","Gujarat","2022-11-10","2022","11","141.5","8.15E-6","0.00814","141.5"
"Baldeva","Tapi Basin","Tapi Lower","Gujarat","2022-11-11","2022","11","141.5","8.15E-6","0.00814","141.5"
